"","year","codigo","value_te","value_ed","value_mean_area","value_total_area"
"62",2001,1505403,3.96075000000002,867415.65651588,3.95680242634319e-09,4.56615000000004e-06
"63",2001,1200344,3.60099999999999,40820.6584725894,9.19865875912403e-08,8.82151374999994e-05
"64",2001,1200336,4.82124999999999,107948.230748929,3.6638730516817e-08,4.46626124999999e-05
"65",2001,1200054,4.80024999999999,116337.298794669,3.25149625689519e-08,4.12614874999999e-05
"66",2001,1200328,2.08775000000001,47181.4307086648,8.20953617810766e-08,4.42494000000003e-05
"67",2001,1200179,9.35999999999988,662254.877032244,6.71426662707821e-09,1.41335312499996e-05
"68",2001,1501253,12.07375,498050.261361658,1.29428890816872e-08,2.42420312500001e-05
"69",2001,1200104,17.0987500000001,526659.667125216,7.87064545454551e-09,3.24664125000002e-05
"70",2001,1200252,8.32225,609443.639416022,6.43216556759303e-09,1.36554875e-05
"71",2001,1200138,11.4307500000001,460455.838490501,8.31653475711905e-09,2.48248562500004e-05
"72",2001,2105104,1.0585,89878.8153785329,2.21788488700564e-08,1.177696875e-05
"73",2001,1400100,2.62350000000001,56698.5341532485,3.37252459912538e-08,4.62710375000002e-05
"74",2001,1503408,2.45650000000001,638629.410034721,5.23335884353745e-09,3.84651875000003e-06
"75",2001,1400506,8.12900000000003,233639.118241541,2.20627615726063e-08,3.47929750000002e-05
"76",2001,2102200,3.80025,316455.597382543,8.67060920577618e-09,1.200879375e-05
"77",2001,1506203,0.738250000000002,416468.340014737,6.63911516853936e-09,1.77264375000001e-06
"78",2001,1506195,23.97425,419034.185563667,9.70042599186168e-09,5.72131125000002e-05
"79",2001,1501451,5.63474999999999,157440.548537708,2.38121756487025e-08,3.57896999999999e-05
"80",2001,1100049,9.71675000000002,309427.848665603,1.52734982976654e-08,3.14023125000002e-05
"81",2001,1503309,2.67049999999999,164507.651330639,1.81987528026904e-08,1.62332874999999e-05
"82",2001,2106409,1.37725,309443.96699414,9.31114016736409e-09,4.45072500000003e-06
"83",2001,1721208,0.431999999999999,49015.7840468942,6.52850925925922e-08,8.81348749999995e-06
"84",2001,1721109,1.69949999999999,79174.6180011034,4.28447355289417e-08,2.14652124999998e-05
"85",2001,1720978,4.36425000000002,243412.629165244,1.33304321561339e-08,1.79294312500002e-05
"86",2001,1502806,1.50125,51065.649974095,5.30657603790616e-08,2.93984312500001e-05
"87",2001,1720937,0.497249999999997,53683.8845108232,5.57985316265053e-08,9.26255624999988e-06
"88",2001,1720903,3.62925,179020.327075576,2.03338390170511e-08,2.02728375e-05
"89",2001,1720499,4.14049999999999,198101.102492083,1.54136753318583e-08,2.09009437499999e-05
"90",2001,1505007,4.45675000000002,1120252.61768795,3.10808105468752e-09,3.97834375000003e-06
"91",2001,1722107,3.38224999999999,348852.125918368,1.20739336861768e-08,9.69536874999995e-06
"92",2001,1720259,2.30849999999999,195095.051792413,1.59901266891891e-08,1.18326937499999e-05
"93",2001,1721257,1.85875,317616.275965184,1.03762189716312e-08,5.85218749999999e-06
"94",2001,1720200,0.632499999999998,194819.945558222,1.67349871134019e-08,3.24658749999997e-06
"95",2001,1508001,18.0562500000001,431682.346343721,8.77073416858886e-09,4.18276312500003e-05
"96",2001,1720150,0.32575,20699.2387112301,1.49878988095238e-07,1.573729375e-05
"97",2001,1720101,0.746999999999999,82663.0333294143,3.31014194139193e-08,9.03668749999997e-06
"98",2001,1718907,1.339,90063.2006235146,2.98540913654618e-08,1.48673375e-05
"99",2001,1718899,2.96125,109330.49723224,3.20157284278961e-08,2.70853062500001e-05
"100",2001,1718840,7.15374999999998,243951.355511466,2.22323682714176e-08,2.93244937499999e-05
"101",2001,1718808,0.445999999999999,246202.254323893,1.47277947154471e-08,1.81151874999999e-06
"102",2001,1718758,4.37049999999999,83489.330598909,3.24538166460012e-08,5.23480062499999e-05
"103",2001,1502509,2.9485,27745.0457543893,6.15708140208573e-08,0.000106271225
"104",2001,1718659,0.0474999999999997,7287.74910197676,2.41399537037034e-07,6.51778749999991e-06
"105",2001,1718550,1.7215,406432.925434669,9.53971002252247e-09,4.23563124999998e-06
"106",2001,1718501,4.34750000000001,238970.461931689,1.54436544991512e-08,1.81926250000001e-05
"107",2001,1718402,1.42575,225322.842236476,1.33775634249471e-08,6.3275875e-06
"108",2001,1718303,0.385000000000001,162539.4144887,1.64490017361112e-08,2.36865625000001e-06
"109",2001,1718204,19.613,533231.289037636,6.5042285587975e-09,3.67814124999999e-05
"110",2001,1505601,2.38875,651101.779371557,5.25613359598852e-09,3.66878124999999e-06
"111",2001,1718881,1.8665,160880.728251419,2.07174330357142e-08,1.16017624999999e-05
"112",2001,1720853,2.43725000000001,285866.973186592,1.16632267441861e-08,8.52581875000006e-06
"113",2001,1718006,0.809500000000009,194666.217776066,1.79241379310349e-08,4.15840000000009e-06
"114",2001,1717503,4.99600000000001,60485.7946989424,6.83191945822996e-08,8.25979062500002e-05
"115",2001,1504307,5.01399999999998,721459.610348503,4.48374193548383e-09,6.94979999999993e-06
"116",2001,1716604,13.3965,304918.956290169,1.05994270205067e-08,4.39346250000003e-05
"117",2001,1717800,1.9875,132714.832134518,2.27594509878419e-08,1.497571875e-05
"118",2001,2102150,0.688999999999994,234137.224293013,9.61672794117631e-09,2.94271874999995e-06
"119",2001,1717008,2.062,159918.412138909,2.24244782608696e-08,1.2894075e-05
"120",2001,1505551,6.04825000000002,441761.458307654,1.15928979678239e-08,1.36912125000001e-05
"121",2001,1716208,8.8705,94670.8492387671,2.9107898415657e-08,9.3698325e-05
"122",2001,1718709,1.30700000000001,188016.805710272,1.7206698638614e-08,6.95150625000006e-06
"123",2001,1716505,5.56674999999998,336536.299846333,1.17148061260623e-08,1.65413062499999e-05
"124",2001,1716307,1.68675,149614.737062688,2.04981022727273e-08,1.127395625e-05
"125",2001,1718451,1.0875,327739.164830197,1.06012380191694e-08,3.31818750000001e-06
"126",2001,1716109,2.32375000000002,221891.857857913,1.41711011502032e-08,1.04724437500001e-05
"127",2001,1715754,2.28074999999999,160741.989109436,1.80520197201016e-08,1.41888874999999e-05
"128",2001,1716653,1.18975,119862.884315568,2.61208552631577e-08,9.92592499999993e-06
"129",2001,1720804,0.397250000000001,150307.307025613,1.66221305031447e-08,2.64291875000001e-06
"130",2001,1715705,1.67175,77186.941705506,3.57400268151815e-08,2.165845625e-05
"131",2001,1715259,1.24875,114856.498359932,3.23579241071429e-08,1.08722625e-05
"132",2001,1720655,2.023,193696.949967207,1.8485221238938e-08,1.044415e-05
"133",2001,1715150,0.205749999999998,123588.419029314,2.44823529411759e-08,1.66479999999996e-06
"134",2001,1715101,0.866749999999998,39356.1349936999,6.47742647058821e-08,2.20232499999999e-05
"135",2001,1721000,6.56424999999998,358945.160282679,8.43913820950618e-09,1.82876124999999e-05
"136",2001,1715002,0.949499999999998,222550.037868079,1.45612841296928e-08,4.26645624999999e-06
"137",2001,1714880,3.12150000000002,243223.974099742,1.56129562043798e-08,1.28338500000002e-05
"138",2001,1718865,4.24775000000001,309444.466956818,1.54409659730034e-08,1.372701875e-05
"139",2001,1714302,0.89475,276273.587272425,1.45230381165919e-08,3.2386375e-06
"140",2001,1714203,3.114,115826.130620557,2.40045758928571e-08,2.6885125e-05
"141",2001,1713809,1.25525,205601.525734484,1.67267294520549e-08,6.10525625000004e-06
"142",2001,1713700,1.91575000000001,212635.186225745,2.0383625565611e-08,9.00956250000007e-06
"143",2001,1713601,5.11299999999999,171075.186046984,1.74169252622377e-08,2.98874437499998e-05
"144",2001,1712702,1.06225,13415.4075908822,2.01479246183206e-07,7.91813437499999e-05
"145",2001,1501204,3.02499999999998,98948.6703772423,3.38179272676988e-08,3.05714062499997e-05
"146",2001,1720002,0.600500000000003,272011.007273066,1.11496527777779e-08,2.20763125000002e-06
"147",2001,1713205,9.26699999999998,424070.957637523,8.88311991869914e-09,2.18524749999999e-05
"148",2001,1719004,1.41924999999999,318150.167215179,1.11803101503758e-08,4.46094374999994e-06
"149",2001,1712504,3.6765,213369.160858235,1.96697488584475e-08,1.72307e-05
"150",2001,1712405,2.26974999999999,48132.0660340775,6.03799135723428e-08,4.71567124999997e-05
"151",2001,1722081,1.035,92007.5139469723,3.13344881615599e-08,1.124908125e-05
"152",2001,1712009,1.01425000000001,381338.208546973,8.77792904290443e-09,2.65971250000004e-06
"153",2001,1711951,1.2165,161589.729455092,1.77554834905659e-08,7.52832499999996e-06
"154",2001,1711902,3.06,35008.4249748216,6.5132288561848e-08,8.740753125e-05
"155",2001,1721307,0.861500000000008,117067.337499425,2.44485465116284e-08,7.35901250000015e-06
"156",2001,1711803,0.469999999999997,119260.584376864,2.33192307692305e-08,3.94094999999995e-06
"157",2001,5107859,17.345,124324.290180742,3.52397496211165e-08,0.00013951416875
"158",2001,1711506,5.20450000000002,287370.264604128,1.40176325464397e-08,1.81107812500001e-05
"159",2001,1710706,1.49575000000001,247305.494414648,1.21693913480886e-08,6.04818750000005e-06
"160",2001,1710508,5.59850000000001,223177.347210245,1.69381709993249e-08,2.50854312500001e-05
"161",2001,1710904,2.29274999999998,224635.435866475,1.29689167725538e-08,1.02065374999998e-05
"162",2001,1709807,0.942750000000002,139895.421587522,2.75059693877552e-08,6.73896250000003e-06
"163",2001,1709500,2.857,187652.273506309,1.68978565482796e-08,1.522496875e-05
"164",2001,1712801,0.616750000000004,102486.342770496,4.15025862068971e-08,6.01787500000008e-06
"165",2001,1709005,3.59424999999999,68355.0836686528,4.33487582440228e-08,5.25820437499997e-05
"166",2001,1507151,7.74825,682063.134798963,6.55511757068667e-09,1.136001875e-05
"167",2001,1709302,4.12424999999998,221338.421912196,1.45685936278341e-08,1.86332312499999e-05
"168",2001,1504976,10.26875,805013.327061774,4.86498855835241e-09,1.2756e-05
"169",2001,1708304,3.01750000000002,204061.017118216,1.9380398099607e-08,1.47872437500002e-05
"170",2001,1708254,1.48575000000001,290802.86398984,1.11068070652175e-08,5.10913125000006e-06
"171",2001,1708205,6.683,59985.9381310303,5.28257201280227e-08,0.00011140944375
"172",2001,1707405,2.8295,688965.623245134,5.46855026631157e-09,4.10688124999999e-06
"173",2001,1707306,5.85974999999998,206536.079599088,2.030891642806e-08,2.83715562499998e-05
"174",2001,1503754,8.48400000000001,19426.5106411108,1.85130476367105e-07,0.000436722793750001
"175",2001,1507805,15.97725,136414.908455327,2.86853937056086e-08,0.0001171224625
"176",2001,1713304,3.23599999999999,380722.678941719,8.85377604166661e-09,8.49962499999994e-06
"177",2001,1707207,5.06950000000001,163910.110524948,2.42767170329671e-08,3.09285375000001e-05
"178",2001,1707652,3.22024999999999,200904.546165271,1.51643862346262e-08,1.60287562499999e-05
"179",2001,1707108,3.57724999999999,184904.724122514,2.64295765027321e-08,1.93464499999999e-05
"180",2001,1707009,1.897,71142.4632984161,3.61311737804877e-08,2.66648062499999e-05
"181",2001,1711100,2.30775000000001,288705.804531689,1.24702515600625e-08,7.99343125000006e-06
"182",2001,1712157,0.9435,217901.214074663,1.69138427734375e-08,4.32994375e-06
"183",2001,1706506,1.84349999999999,137435.204491713,2.49323303903343e-08,1.34135937499999e-05
"184",2001,1706258,1.48575,181886.486978651,2.09988592544987e-08,8.16855624999999e-06
"185",2001,1706100,1.41875,92876.1535361474,4.11744440700806e-08,1.52757187499999e-05
"186",2001,1707702,2.6405,162181.231614592,1.9451814516129e-08,1.628116875e-05
"187",2001,1706001,1.201,92254.3504676332,3.54723603542232e-08,1.30183562499999e-05
"188",2001,1705607,1.71475000000001,82471.7972364911,2.9367169844633e-08,2.07919562500002e-05
"189",2001,1716703,3.39000000000001,416062.274335691,1.03267664765527e-08,8.14781875000006e-06
"190",2001,1704600,1.08025,198725.142110781,1.78812500000002e-08,5.43590000000005e-06
"191",2001,1705102,1.72275,126297.268690979,2.32375425894377e-08,1.36404374999999e-05
"192",2001,1713957,2.88375000000001,296352.246824039,1.50865406976745e-08,9.73081875000007e-06
"193",2001,1704105,2.14174999999999,133204.539402975,2.12399686261557e-08,1.60786562499999e-05
"194",2001,1705508,1.15475,166773.781240748,1.6407701421801e-08,6.92405000000002e-06
"195",2001,5104609,12.29,165735.807480801,2.43447677281681e-08,7.41541624999999e-05
"196",2001,1703909,1.87274999999999,134333.677790157,3.05055388402622e-08,1.39410312499998e-05
"197",2001,1703883,1.35174999999999,487465.149667672,1.03858380149811e-08,2.77301874999996e-06
"198",2001,1703867,1.87475000000001,200503.598516877,1.38112352289514e-08,9.3502062500001e-06
"199",2001,1703842,6.01099999999999,225996.612964587,1.68340150316455e-08,2.65977437499999e-05
"200",2001,1717206,3.93274999999997,351563.722181749,1.15562499999998e-08,1.11864499999998e-05
"201",2001,1703701,2.63050000000001,184465.666235831,1.67568816098709e-08,1.42601062500001e-05
"202",2001,1703602,1.6705,317845.764890697,1.23084162763466e-08,5.25569374999998e-06
"203",2001,1703305,2.84925,260223.600045208,1.43879599211564e-08,1.09492375e-05
"204",2001,1703107,1.393,237256.561334035,1.42161773607749e-08,5.87128125000003e-06
"205",2001,1703073,1.19075,131372.808614393,2.15807142857143e-08,9.06390000000001e-06
"206",2001,1703057,2.04275,161551.89466603,2.09346750827814e-08,1.264454375e-05
"207",2001,1705557,0.0814999999999996,46723.9488903064,4.0564825581395e-08,1.74428749999998e-06
"208",2001,1702554,1.32274999999999,409877.021400216,9.72044427710829e-09,3.22718749999995e-06
"209",2001,1702406,3.91949999999999,81342.4460946756,4.59782204198471e-08,4.81851749999998e-05
"210",2001,1715507,0.528999999999998,309945.803427568,1.05354938271604e-08,1.70674999999999e-06
"211",2001,1703206,2.2,289228.220786307,1.28704737732656e-08,7.60644999999998e-06
"212",2001,1703008,1.56325000000001,106901.543473308,2.67335808957956e-08,1.46232687500002e-05
"213",2001,1702158,3.70274999999997,542278.679836453,9.35360445205464e-09,6.82813124999989e-06
"214",2001,1712454,0.0835000000000004,36549.6676059419,6.17449324324331e-08,2.28456250000002e-06
"215",2001,1702109,5.67150000000001,173072.455685753,2.27408136710619e-08,3.27695125000001e-05
"216",2001,1504109,2.0835,789355.913420898,4.29884975570032e-09,2.63949375e-06
"217",2001,1702703,0.808250000000001,129542.683873579,2.13673159246576e-08,6.23925625000002e-06
"218",2001,1303809,10.72425,12088.9573608225,2.35683114705101e-07,0.000887111243750002
"219",2001,1702208,7.97674999999998,371764.126049327,9.87412850897371e-09,2.14564812499999e-05
"220",2001,1702901,0.326000000000003,266572.630309347,1.01068698347109e-08,1.22293125000002e-06
"221",2001,1702307,1.7315,136047.272793345,2.34386625230202e-08,1.272719375e-05
"222",2001,1702000,12.59375,292596.750419038,1.44288698457928e-08,4.304131875e-05
"223",2001,1701903,2.07350000000001,90792.8805201705,3.38336203703706e-08,2.28376937500001e-05
"224",2001,1701309,5.56650000000003,578772.117251648,8.1162658227849e-09,9.61777500000011e-06
"225",2001,1701101,1.957,204481.589669343,1.63319859215018e-08,9.57054375000003e-06
"226",2001,1700707,2.32199999999998,230476.325183039,1.1219139755011e-08,1.00747874999999e-05
"227",2001,1700400,1.943,58434.0472306794,4.46324328859062e-08,3.32511625000001e-05
"228",2001,1505106,17.515,76932.203742522,5.3181029549171e-08,0.000227667987500001
"229",2001,1700350,2.43875,186426.863050311,1.61500462962963e-08,1.30815375e-05
"230",2001,1700301,0.6265,325755.975496807,1.15856551204819e-08,1.92321875e-06
"231",2001,1700251,2.692,172586.021541999,2.44483052507837e-08,1.559801875e-05
"232",2001,1503200,6.38774999999998,1001659.23945482,3.83704497593258e-09,6.37716874999995e-06
"233",2001,1502756,4.14425000000001,737599.697431504,4.96778293545537e-09,5.61856250000002e-06
"234",2001,1501782,11.82925,368755.28239195,1.21556887078438e-08,3.20788624999999e-05
"235",2001,5102504,34.784,168753.418957476,2.03117098196688e-08,0.000206123231249999
"236",2001,1503002,1.8795,19654.8839759232,2.02595524364407e-07,9.56250875e-05
"237",2001,1300904,6.24174999999999,25554.5044458359,1.44699311315166e-07,0.000244252437499999
"238",2001,1506559,7.99925000000003,725199.122653432,4.17344636776394e-09,1.10304187500001e-05
"239",2001,1507300,231.15075,335172.446905985,1.47821672578986e-08,0.00068964723125
"240",2001,1503457,16.2035,381934.173014165,1.08447980572597e-08,4.242485e-05
"241",2001,5106190,6.65950000000003,343152.141882936,1.28522144039736e-08,1.94068437500002e-05
"242",2001,5106778,9.403,285836.205032684,1.88951536473291e-08,3.28964625e-05
"243",2001,1502103,6.01175000000001,240020.7411777,1.29373934659091e-08,2.50467937500001e-05
"244",2001,1502400,7.06075000000001,844781.210998636,4.3874442257218e-09,8.35808125000002e-06
"245",2001,5105903,3.69275,117091.29867219,3.18881256319515e-08,3.153735625e-05
"246",2001,5105606,21.97375,517271.312172457,1.00544674556213e-08,4.2480125e-05
"247",2001,5106000,0.656500000000001,57947.7642611687,5.36927428909954e-08,1.132916875e-05
"248",2001,1507979,2.65075,171710.448539497,2.08894790257105e-08,1.54373250000001e-05
"249",2001,5106273,3.30224999999999,439168.774431861,1.42952827946767e-08,7.51931874999995e-06
"250",2001,5105580,21.8515,214932.320024059,1.72433662652646e-08,0.0001016668875
"251",2001,5106703,1.25325,215145.597733954,2.47877659574467e-08,5.82512499999999e-06
"252",2001,5100102,0.941749999999997,133103.191190527,2.28236693548386e-08,7.07533749999996e-06
"253",2001,5105622,2.78674999999999,307698.677781766,1.63184684684683e-08,9.05674999999992e-06
"254",2001,5105309,1.88525,54962.2448881049,5.18923127836611e-08,3.430081875e-05
"255",2001,5105259,4.624,151610.005883331,3.23085871292372e-08,3.04993062499999e-05
"256",2001,5105234,3.38099999999999,226937.977585596,2.3425068789308e-08,1.48983437499999e-05
"257",2001,1502608,1.78199999999999,359859.146041324,9.03638229926998e-09,4.95193749999995e-06
"258",2001,5105101,31.90825,170491.446774872,3.33015213523131e-08,0.000187154549999999
"259",2001,5107198,0.615249999999997,116681.384198705,3.56277449324321e-08,5.27290624999995e-06
"260",2001,5108956,17.80875,409929.577971356,1.36528716216217e-08,4.34434375000001e-05
"261",2001,1507904,1.09475,38359.7715583185,3.78000165562916e-08,2.85390125000002e-05
"262",2001,5105200,5.08525000000001,272941.141740934,1.38935915361671e-08,1.86313062500001e-05
"263",2001,5105176,6.50425000000001,279633.017267878,2.56166850220265e-08,2.32599500000001e-05
"264",2001,5105002,4.21974999999999,382308.573913596,1.28792882147024e-08,1.103755e-05
"265",2001,5104906,0.464750000000003,54061.913832463,4.82956460674163e-08,8.59662500000011e-06
"266",2001,1501907,7.04750000000001,863063.984300133,4.11991675075683e-09,8.16567500000003e-06
"267",2001,5104559,7.18675000000001,188351.118537469,2.21580320847852e-08,3.81561312500001e-05
"268",2001,5104542,6.76225000000001,278431.277686536,2.00222279472383e-08,2.42869625000001e-05
"269",2001,5108857,1.111,68384.9856178406,6.06203591417907e-08,1.62462562499999e-05
"270",2001,5104526,14.3365,501033.152622634,1.37699109720886e-08,2.86138750000001e-05
"271",2001,5104203,7.74449999999999,170824.604522126,2.09791647385469e-08,4.53359749999999e-05
"272",2001,5106182,16.00725,404710.849713275,9.85604597557938e-09,3.95523125e-05
"273",2001,5104807,2.97675000000001,212840.786350804,1.6187275752315e-08,1.39858062500001e-05
"274",2001,1507961,1.82825,1082613.49084745,3.34403465346536e-09,1.68873750000001e-06
"275",2001,1507953,14.17475,393137.378282139,1.14498134328358e-08,3.60554625e-05
"276",2001,5101704,8.21224999999999,161334.822308349,2.59968877681307e-08,5.09019062499999e-05
"277",2001,5101308,0.256500000000001,73902.0042137105,3.33731971153849e-08,3.47081250000003e-06
"278",2001,1507755,1.75050000000001,164967.884626144,2.12223125000002e-08,1.06111562500001e-05
"279",2001,1500859,43.05425,444359.296887598,9.50653698979594e-09,9.68906250000002e-05
"280",2001,5107156,0.890499999999998,79174.0734916335,5.43351147342993e-08,1.12473687499999e-05
"281",2001,5108808,5.07274999999999,565500.721472571,9.59397727272725e-09,8.97036874999998e-06
"282",2001,5104500,0.712499999999992,141191.682571375,2.81917946927368e-08,5.04633124999989e-06
"283",2001,5103452,2.04799999999999,187459.096297043,1.56072142857142e-08,1.09250499999999e-05
"284",2001,5103908,4.64125000000001,145235.641209684,2.68318115029389e-08,3.19566875000002e-05
"285",2001,1500602,80.78675,61922.4187383827,6.30811629677981e-08,0.0013046446125
"286",2001,5106216,16.4025,332362.823083031,1.50506823726746e-08,4.93511875e-05
"287",2001,5104104,22.47775,578710.810655989,7.55957084468662e-09,3.88410749999998e-05
"288",2001,5101258,1.41175,104641.170380081,3.8879953170029e-08,1.34913437500001e-05
"289",2001,1507706,0.32975,24862.6100462663,8.50185096153847e-08,1.32628875e-05
"290",2001,5103809,2.33800000000001,311651.005526039,1.5894028072034e-08,7.50198125000005e-06
"291",2001,5103601,3.924,210846.731781626,1.56392226890756e-08,1.8610675e-05
"292",2001,5103502,6.0675,89215.067311059,4.96421989051095e-08,6.80098125e-05
"293",2001,5103403,4.0995,139295.630298286,2.19628451492537e-08,2.94302125e-05
"294",2001,5103379,17.78425,227400.720766654,2.79110122234119e-08,7.82066562500002e-05
"295",2001,2107258,0.61125,100626.290624778,3.6593109939759e-08,6.07445624999999e-06
"296",2001,5103361,1.69825,75067.782571964,4.16627762430938e-08,2.26228874999999e-05
"297",2001,5103353,33.01475,689789.268200701,1.04320142218832e-08,4.786208125e-05
"298",2001,5103106,12.44725,89993.8730094792,3.46473431237475e-08,0.00013831219375
"299",2001,5107925,22.16925,284984.354735895,2.15966442254304e-08,7.77911125000003e-05
"300",2001,5103007,11.4775,218490.892306381,1.95354383599852e-08,5.25307937500001e-05
"301",2001,5103056,8.54375000000002,266846.15177397,1.74102841218054e-08,3.20175125000002e-05
"302",2001,1505437,8.844,75262.764669455,5.83457329940417e-08,0.00011750830625
"303",2001,5102850,10.31075,315549.756105585,1.99362492373398e-08,3.26755125e-05
"304",2001,5102793,8.15300000000001,409061.517900204,1.49744459053344e-08,1.99309875000001e-05
"305",2001,5102694,9.43300000000002,330421.174907711,1.4768966632178e-08,2.85484125000001e-05
"306",2001,2105658,1.5275,338535.570475376,6.74451606875936e-09,4.51208125000001e-06
"307",2001,5102686,11.689,205660.7962626,2.43514594044558e-08,5.68363062499999e-05
"308",2001,1506500,3.43249999999996,589684.810677038,6.25903897849449e-09,5.82090624999987e-06
